season,week,conference,player_id,roster_status
2026,1,NFC,11757,Active
2026,1,NFC,11769,Active
2026,1,NFC,11985,Active
2026,1,NFC,12186,Active
2026,1,NFC,12221,Active
2026,1,NFC,12225,Active
2026,1,NFC,12263,Active
2026,1,NFC,12305,Active
2026,1,NFC,12437,Active
2026,1,NFC,12611,Active
2026,1,NFC,12616,Active
2026,1,NFC,12620,Active
2026,1,NFC,12626,Active
2026,1,NFC,12676,Active
2026,1,NFC,12688,Active
2026,1,NFC,12697,Active
2026,1,NFC,12711,Active
2026,1,NFC,12739,Active
2026,1,NFC,12741,Active
2026,1,NFC,12752,Active
2026,1,NFC,12754,Active
2026,1,NFC,12764,Active
2026,1,NFC,12801,Active
2026,1,NFC,12860,Active
2026,1,NFC,13113,Active
2026,1,NFC,13116,Active
2026,1,NFC,13130,Active
2026,1,NFC,13132,Active
2026,1,NFC,13133,Active
2026,1,NFC,13146,INJURED_RESERVE
2026,1,NFC,13163,Active
2026,1,NFC,13164,Active
2026,1,NFC,13192,Active
2026,1,NFC,13198,Active
2026,1,NFC,13208,Active
2026,1,NFC,13214,Active
2026,1,NFC,13223,Active
2026,1,NFC,13227,Active
2026,1,NFC,13251,Active
2026,1,NFC,13268,Active
2026,1,NFC,13281,Active
2026,1,NFC,13284,Active
2026,1,NFC,13298,Active
2026,1,NFC,13299,Active
2026,1,NFC,13303,Active
2026,1,NFC,13319,Active
2026,1,NFC,13322,Taxi
2026,1,NFC,13418,Active
2026,1,NFC,13431,Active
2026,1,NFC,13447,Active
2026,1,NFC,13448,Active
2026,1,NFC,13589,Active
2026,1,NFC,13590,Active
2026,1,NFC,13592,Active
2026,1,NFC,13593,Active
2026,1,NFC,13604,Active
2026,1,NFC,13629,Active
2026,1,NFC,13630,Active
2026,1,NFC,13635,Active
2026,1,NFC,13671,Active
2026,1,NFC,13672,Active
2026,1,NFC,13674,Active
2026,1,NFC,13681,Active
2026,1,NFC,13690,Active
2026,1,NFC,13692,Active
2026,1,NFC,13693,Active
2026,1,NFC,13696,Active
2026,1,NFC,13697,Active
2026,1,NFC,13700,INJURED_RESERVE
2026,1,NFC,13704,Active
2026,1,NFC,13707,Active
2026,1,NFC,13710,Active
2026,1,NFC,13713,Active
2026,1,NFC,13714,Active
2026,1,NFC,13717,Active
2026,1,NFC,13719,Active
2026,1,NFC,13723,Active
2026,1,NFC,13731,Active
2026,1,NFC,13737,Active
2026,1,NFC,13743,Active
2026,1,NFC,13759,INJURED_RESERVE
2026,1,NFC,13764,Active
2026,1,NFC,13770,Active
2026,1,NFC,13772,Active
2026,1,NFC,13774,Active
2026,1,NFC,13782,Active
2026,1,NFC,13802,Active
2026,1,NFC,13806,INJURED_RESERVE
2026,1,NFC,13813,Active
2026,1,NFC,13837,Active
2026,1,NFC,13839,Active
2026,1,NFC,13869,Active
2026,1,NFC,13920,Active
2026,1,NFC,13933,Active
2026,1,NFC,13952,Active
2026,1,NFC,13987,Active
2026,1,NFC,14056,Active
2026,1,NFC,14059,Active
2026,1,NFC,14071,Active
2026,1,NFC,14073,Taxi
2026,1,NFC,14085,Active
2026,1,NFC,14102,Active
2026,1,NFC,14104,Active
2026,1,NFC,14109,Active
2026,1,NFC,14127,Active
2026,1,NFC,14136,Active
2026,1,NFC,14138,Active
2026,1,NFC,14143,Active
2026,1,NFC,14147,Active
2026,1,NFC,14148,Active
2026,1,NFC,14149,Active
2026,1,NFC,14153,Active
2026,1,NFC,14157,Active
2026,1,NFC,14158,Active
2026,1,NFC,14159,Active
2026,1,NFC,14163,Active
2026,1,NFC,14164,Active
2026,1,NFC,14167,Active
2026,1,NFC,14168,Active
2026,1,NFC,14169,Active
2026,1,NFC,14170,Active
2026,1,NFC,14171,Active
2026,1,NFC,14179,Active
2026,1,NFC,14180,Active
2026,1,NFC,14182,Active
2026,1,NFC,14217,Active
2026,1,NFC,14218,Active
2026,1,NFC,14219,Active
2026,1,NFC,14221,Active
2026,1,NFC,14224,Active
2026,1,NFC,14225,Active
2026,1,NFC,14235,Active
2026,1,NFC,14247,Active
2026,1,NFC,14249,Active
2026,1,NFC,14251,Active
2026,1,NFC,14252,Active
2026,1,NFC,14302,Active
2026,1,NFC,14303,Active
2026,1,NFC,14322,Active
2026,1,NFC,14328,Active
2026,1,NFC,14405,Active
2026,1,NFC,14412,Active
2026,1,NFC,14472,Active
2026,1,NFC,14518,Active
2026,1,NFC,14590,Active
2026,1,NFC,14630,Active
2026,1,NFC,14669,Active
2026,1,NFC,14717,Active
